"","Stock Name","Jurisdiction","FMP","Science Center","Regional Ecosystem","FSSI Stock?","ITIS Taxon Serial Number","Scientific Name","Common Name","Stock Area","Assessment Year","Assessment Month","Last Data Year","Update Type","Review Result","Assessment Model","Model Version","Lead Lab","Citation","Final Assessment Report 1","Final Assessment Report 2","Point of Contact","Life History Data","Abundance Data","Catch Data","Assessment Level","Assessment Frequency","Assessment Type","Model Category","Catch Input Data","Abundance Input Data","Biological Input Data","Ecosystem Linkage","Composition Input Data","F Year","Estimated F","F Unit","F Basis","Flimit","Flimit Basis","Fmsy","Fmsy Basis","F/Flimit","F/Fmsy","Ftarget","Ftarget Basis","F/Ftarget","B Year","Estimated B","B Unit","B Basis","Blimit","Blimit Basis","Bmsy","Bmsy Basis","B/Blimit","B/Bmsy","MSY","MSY Unit"
"1403","Chinook salmon - California Central Valley: Sacramento River Winter","PFMC","Pacific Coast Salmon","NWFSC / SWFSC","California Current","N",161980,"Oncorhynchus tshawytscha","Chinook salmon","California Central Valley: Sacramento River Winter",2017,2,2016,"Full Update","Full acceptance","Cohort Analysis","Impact-Rate Method","SWFSC","http://www.pcouncil.org/wp-content/uploads/2017/03/2017_Preseason_Report_I_03MAR17_final2.pdf","Review of 2016 Ocean Salmon Fisheries","Salmon Preseason Report 1 2017","Michael O'Farrell",3,2,1,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Undefined ESA-listed",NA,"Undefined ESA-listed",NA,NA,NA,NA,NA,2016,1546,"Adults and Jacks","Escapement",NA,"Undefined ESA-listed",NA,"Undefined ESA-listed",NA,NA,NA,NA
"1404","Chinook salmon - California Central Valley: Sacramento River Winter","PFMC","Pacific Coast Salmon","NWFSC / SWFSC","California Current","N",161980,"Oncorhynchus tshawytscha","Chinook salmon","California Central Valley: Sacramento River Winter",2018,4,2017,"Full Update","Full acceptance","Cohort Analysis","Impact-Rate Method","SWFSC","Review of 2017 Ocean Salmon Fisheries; Preseason Report III for 2018; www.pcouncil.org","REVIEW OF 2017 OCEAN SALMON FISHERIES","PRESEASON REPORT I: STOCK ABUNDANCE ANALYSIS AND ENVIRONMENTAL ASSESSMENT PART 1","Michael O'Farrell",3,2,1,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Undefined ESA-listed",NA,"Undefined ESA-listed",NA,NA,NA,NA,NA,2017,975,"Adults and Jacks","Escapement",NA,"Undefined ESA-listed",NA,"Undefined ESA-listed",NA,NA,NA,NA
"1405","Chinook salmon - California Central Valley: Sacramento River Winter","PFMC","Pacific Coast Salmon","NWFSC / SWFSC","California Current","N",161980,"Oncorhynchus tshawytscha","Chinook salmon","California Central Valley: Sacramento River Winter",2019,2,2018,NA,"Full acceptance","Cohort Analysis","Impact Rate Model","NWFSC / SWFSC",NA,"PRESEASON REPORT I","Review of 2018 Ocean Salmon Fisheries","Michael O'Farrell",NA,NA,NA,NA,NA,"Operational",4,4,4,NA,0,3,NA,NA,NA,NA,NA,"Undefined - ESA Listed",NA,"Undefined - ESA Listed",NA,NA,NA,NA,NA,2018,2638,"Adults and Jacks","Escapement",NA,"Undefined - ESA Listed",NA,"Undefined - ESA Listed",NA,NA,NA,NA
"1406","Chinook salmon - Columbia River Basin: Lower River Hatchery Fall","PFMC","Pacific Coast Salmon","NWFSC / SWFSC","California Current","N",161980,"Oncorhynchus tshawytscha","Chinook salmon","Columbia River Basin: Lower River Hatchery Fall",2005,2,2004,"Full Update","Full acceptance","Cohort Analysis","Ocean Escapement Model","SWFSC","Review of 2004 Ocean Salmon Fisheries; Preseason Report I - Stock Abundance Analysis for 2005 Ocean Salmon Fisheries","Review of 2004 Ocean Salmon Fisheries","Preseason Report I - Stock Abundance Analysis for 2005 Ocean Salmon Fisheries","Michael O'Farrell",3,3,2,4,3,NA,NA,NA,NA,NA,NA,NA,2004,3.29999995231628,"Thousand Fish","Total Catch",NA,"MFMT not applicable to hatchery stocks",NA,"MFMT not applicable to hatchery stocks",NA,NA,NA,NA,NA,2004,29600,"Adult Spawners - Hatchery","Escapement",NA,"Smsy not applicable to hatchery stocks",NA,"Smsy not applicable to hatchery stocks",NA,NA,NA,NA
"1407","Chinook salmon - Columbia River Basin: Lower River Hatchery Fall","PFMC","Pacific Coast Salmon","NWFSC / SWFSC","California Current","N",161980,"Oncorhynchus tshawytscha","Chinook salmon","Columbia River Basin: Lower River Hatchery Fall",2006,2,2005,"Full Update","Full acceptance","Cohort Analysis","Ocean Escapement Model","SWFSC","Review of 2005 Ocean Salmon Fisheries; Preseason Report I - Stock Abundance Analysis for 2006 Ocean Salmon Fisheries","Preseason Report I - Stock Abundance Analysis for 2006 Ocean Salmon Fisheries","Review of 2005 Ocean Salmon Fisheries","Michael O'Farrell",3,3,2,4,3,NA,NA,NA,NA,NA,NA,NA,2005,20634,"Adult Fish","Total Catch",NA,"MFMT not applicable to hatchery stocks",NA,"MFMT not applicable to hatchery stocks",NA,NA,NA,NA,NA,2005,25.8999996185303,"Adult Spawners - Hatchery","Escapement",NA,"Smsy not applicable to hatchery stocks",NA,"Smsy not applicable to hatchery stocks",NA,NA,NA,NA
"1408","Chinook salmon - Columbia River Basin: Lower River Hatchery Fall","PFMC","Pacific Coast Salmon","NWFSC / SWFSC","California Current","N",161980,"Oncorhynchus tshawytscha","Chinook salmon","Columbia River Basin: Lower River Hatchery Fall",2007,2,2006,"Full Update","Full acceptance","Cohort Analysis","Ocean Escapement Model","SWFSC","Review of 2006 Ocean Salmon Fisheries; Preseason Report I - Stock Abundance Analysis for 2007 Ocean Salmon Fisheries","Review of 2006 Ocean Salmon Fisheries","Preseason Report I - Stock Abundance Analysis for 2007 Ocean Salmon Fisheries","Michael O'Farrell",3,3,2,4,3,NA,NA,NA,NA,NA,NA,NA,2006,9095,"Adult Fish","Total Catch",NA,"MFMT not applicable to hatchery stocks",NA,"MFMT not applicable to hatchery stocks",NA,NA,NA,NA,NA,2006,19500,"Adult Spawners - Hatchery","Escapement",NA,"Smsy not applicable to hatchery stocks",NA,"Smsy not applicable to hatchery stocks",NA,NA,NA,NA
"1409","Chinook salmon - Columbia River Basin: Lower River Hatchery Fall","PFMC","Pacific Coast Salmon","NWFSC / SWFSC","California Current","N",161980,"Oncorhynchus tshawytscha","Chinook salmon","Columbia River Basin: Lower River Hatchery Fall",2008,2,2007,"Full Update","Full acceptance","Cohort Analysis","Ocean Escapement Model","SWFSC","Review of 2007 Ocean Salmon Fisheries; Preseason Report I - Stock Abundance Analysis for 2008 Ocean Salmon Fisheries","Preseason Report I - Stock Abundance Analysis for 2008 Ocean Salmon Fisheries","Review of 2007 Ocean Salmon Fisheries","Michael O'Farrell",3,3,2,4,3,NA,NA,NA,NA,NA,NA,NA,2007,6360,"Adult Fish","Total Catch",NA,"MFMT not applicable to hatchery stocks",NA,"MFMT not applicable to hatchery stocks",NA,NA,NA,NA,NA,2007,18200,"Adult Spawners - Hatchery","Escapement",NA,"Smsy not applicable to hatchery stocks",NA,"Smsy not applicable to hatchery stocks",NA,NA,NA,NA
"1410","Chinook salmon - Columbia River Basin: Lower River Hatchery Fall","PFMC","Pacific Coast Salmon","NWFSC / SWFSC","California Current","N",161980,"Oncorhynchus tshawytscha","Chinook salmon","Columbia River Basin: Lower River Hatchery Fall",2009,2,2008,"Full Update","Full acceptance","Cohort Analysis","Ocean Escapement Model","SWFSC","Review of 2008 Ocean Salmon Fisheries; Preseason Report I - Stock Abundance Analysis for 2009 Ocean Salmon Fisheries","Review of 2008 Ocean Salmon Fisheries","Preseason Report I - Stock Abundance Analysis for 2009 Ocean Salmon Fisheries","Michael O'Farrell",3,3,2,4,3,NA,NA,NA,NA,NA,NA,NA,2008,9040,NA,NA,NA,"MFMT not applicable to hatchery stocks",NA,"MFMT not applicable to hatchery stocks",NA,NA,NA,NA,NA,2008,23100,"Adult Spawners - Hatchery","Escapement",NA,"Smsy not applicable to hatchery stocks",NA,"Smsy not applicable to hatchery stocks",NA,NA,NA,NA
"1411","Chinook salmon - Columbia River Basin: Lower River Hatchery Fall","PFMC","Pacific Coast Salmon","NWFSC / SWFSC","California Current","N",161980,"Oncorhynchus tshawytscha","Chinook salmon","Columbia River Basin: Lower River Hatchery Fall",2010,2,2009,"Full Update","Full acceptance","Cohort Analysis","Ocean Escapement Model","SWFSC","Review of 2009 Ocean Salmon Fisheries; Preseason Report I - Stock Abundance Analysis for 2010 Ocean Salmon Fisheries","Preseason Report I - Stock Abundance Analysis for 2010 Ocean Salmon Fisheries","Review of 2009 Ocean Salmon Fisheries","Michael O'Farrell",3,3,2,4,3,NA,NA,NA,NA,NA,NA,NA,2009,17300,"Adult Fish","Total Catch",NA,"MFMT not applicable to hatchery stocks",NA,"MFMT not applicable to hatchery stocks",NA,NA,NA,NA,NA,2009,28056,"Adult Spawners - Hatchery","Escapement",NA,"Smsy not applicable to hatchery stocks",NA,"Smsy not applicable to hatchery stocks",NA,NA,NA,NA
"1412","Chinook salmon - Columbia River Basin: Lower River Hatchery Fall","PFMC","Pacific Coast Salmon","NWFSC / SWFSC","California Current","N",161980,"Oncorhynchus tshawytscha","Chinook salmon","Columbia River Basin: Lower River Hatchery Fall",2011,2,2010,"Full Update","Full acceptance","Cohort Analysis","Ocean Escapement Model","NWFSC / SWFSC","Review of 2010 Ocean Salmon Fisheries; Preseason Report I - Stock Abundance Analysis for 2011 Ocean Salmon Fisheries","Review of 2010 Ocean Salmon Fisheries","Preseason Report I - Stock Abundance Analysis for 2011 Ocean Salmon Fisheries","Michael O'Farrell",3,3,2,4,3,NA,NA,NA,NA,NA,NA,NA,2010,24344,"Adult Fish","Total Catch",NA,"MFMT not applicable to hatchery stocks",NA,"MFMT not applicable to hatchery stocks",NA,NA,NA,NA,NA,2010,39943,"Adult Spawners - Hatchery","Escapement",NA,"Smsy not applicable to hatchery stocks",NA,"Smsy not applicable to hatchery stocks",NA,NA,NA,NA
"1413","Chinook salmon - Columbia River Basin: Lower River Hatchery Fall","PFMC","Pacific Coast Salmon","NWFSC / SWFSC","California Current","N",161980,"Oncorhynchus tshawytscha","Chinook salmon","Columbia River Basin: Lower River Hatchery Fall",2012,2,2011,"Full Update","Full acceptance","Cohort Analysis","Ocean Escapement Model","NWFSC","Review of 2011 Ocean Salmon Fisheries; Preseason Report I - Stock Abundance Analysis for 2012 Ocean Salmon Fisheries","Preseason Report I - Stock Abundance Analysis and Environmental Assessment Part 1 for 2012 Ocean Salmon Fisheries","Review of 2011 Ocean Salmon Fisheries","Robert Kope",3,3,2,4,3,NA,NA,NA,NA,NA,NA,NA,2011,28341,"Adult Fish","Total Catch",NA,"MFMT not applicable to hatchery stocks",NA,"MFMT not applicable to hatchery stocks",NA,NA,NA,NA,NA,2011,53143,"Adult Spawners - Hatchery","Escapement",NA,"Smsy not applicable to hatchery stocks",NA,"Smsy not applicable to hatchery stocks",NA,NA,NA,NA
"1414","Chinook salmon - Columbia River Basin: Lower River Hatchery Fall","PFMC","Pacific Coast Salmon","NWFSC / SWFSC","California Current","N",161980,"Oncorhynchus tshawytscha","Chinook salmon","Columbia River Basin: Lower River Hatchery Fall",2013,2,2012,"Full Update","Full acceptance","Cohort Analysis","Ocean Escapement Model","NWFSC","Review of 2012 Ocean Salmon Fisheries; Preseason Report I - Stock Abundance Analysis for 2013 Ocean Salmon Fisheries","Review of 2012 Ocean Salmon Fisheries","Preseason Report I - Stock Abundance Analysis and Environmental Assessment Part 1 for 2013 Ocean Salmon Fisheries","Robert Kope",3,3,2,4,3,NA,NA,NA,NA,NA,NA,NA,2012,28710,"Adult Fish","Total Catch",NA,"MFMT not applicable to hatchery stocks",NA,"MFMT not applicable to hatchery stocks",NA,NA,NA,NA,NA,2012,56740,"Adult Spawners - Hatchery","Escapement",NA,"Smsy not applicable to hatchery stocks",NA,"Smsy not applicable to hatchery stocks",NA,NA,NA,NA
"1415","Chinook salmon - Columbia River Basin: Lower River Hatchery Fall","PFMC","Pacific Coast Salmon","NWFSC / SWFSC","California Current","N",161980,"Oncorhynchus tshawytscha","Chinook salmon","Columbia River Basin: Lower River Hatchery Fall",2014,2,2013,"Full Update","Full acceptance","Cohort Analysis","Ocean Escapement Model","NWFSC","Review of 2013 Ocean Salmon Fisheries; Preseason Report I - Stock Abundance Analysis for 2014 Ocean Salmon Fisheries","Review of 2013 Ocean Salmon Fisheries","Preseason Report I - Stock Abundance Analysis and Environmental Assessment Part 1 for 2014 Ocean Salmon Fishery Regulations","Robert Kope",3,3,2,4,3,NA,NA,NA,NA,NA,NA,NA,2013,26560,"Adult Fish","Total Catch",NA,"MFMT not applicable to hatchery stocks",NA,"MFMT not applicable to hatchery stocks",NA,NA,NA,NA,NA,2013,37350,"Adult Spawners - Hatchery","Escapement",NA,"Smsy not applicable to hatchery stocks",NA,"Smsy not applicable to hatchery stocks",NA,NA,NA,NA
"1416","Chinook salmon - Columbia River Basin: Lower River Hatchery Fall","PFMC","Pacific Coast Salmon","NWFSC / SWFSC","California Current","N",161980,"Oncorhynchus tshawytscha","Chinook salmon","Columbia River Basin: Lower River Hatchery Fall",2015,2,2014,"Full Update","Full acceptance","Cohort Analysis","Ocean Escapement Model","NWFSC","Review of 2014 Ocean Salmon Fisheries; Preseason Report I - Stock Abundance Analysis for 2015 Ocean Salmon Fisheries","REVIEW OF 2014 OCEAN SALMON FISHERIES","Preseason Report I - Stock Abundance Analysis and Environmental Assessment Part 1 for 2014 Ocean Salmon Fishery Regulations","Robert Kope",3,3,2,4,3,NA,NA,NA,NA,NA,NA,NA,2014,29920,"Adult Fish","Total Catch",NA,"MFMT not applicable to hatchery stocks",NA,"MFMT not applicable to hatchery stocks",NA,NA,NA,NA,NA,2014,41220,"Adult Spawners - Hatchery","Escapement",NA,"Smsy not applicable to hatchery stocks",NA,"Smsy not applicable to hatchery stocks",NA,NA,NA,NA
"1417","Chinook salmon - Columbia River Basin: Lower River Hatchery Fall","PFMC","Pacific Coast Salmon","NWFSC / SWFSC","California Current","N",161980,"Oncorhynchus tshawytscha","Chinook salmon","Columbia River Basin: Lower River Hatchery Fall",2016,2,2015,"Full Update","Full acceptance","Cohort Analysis","Ocean Escapement Model","NWFSC","Review of 2015 Ocean Salmon Fisheries; Preseason Report I - Stock Abundance Analysis for 2016 Ocean Salmon Fisheries","REVIEW OF 2015 OCEAN SALMON FISHERIES","PRESEASON REPORT I STOCK ABUNDANCE ANALYSIS AND ENVIRONMENTAL ASSESSMENT PART 1 FOR 2016 OCEAN SALMON FISHERY REGULATIONS","Robert Kope",3,3,2,4,3,NA,NA,NA,NA,NA,NA,NA,2015,24730,"Adult Fish","Total Catch",NA,"MFMT not applicable to hatchery stocks",NA,"MFMT not applicable to hatchery stocks",NA,NA,NA,NA,NA,2015,39950,"Adult Spawners - Hatchery","Escapement",NA,"Smsy not applicable to hatchery stocks",NA,"Smsy not applicable to hatchery stocks",NA,NA,NA,NA
"1418","Chinook salmon - Columbia River Basin: Lower River Hatchery Fall","PFMC","Pacific Coast Salmon","NWFSC / SWFSC","California Current","N",161980,"Oncorhynchus tshawytscha","Chinook salmon","Columbia River Basin: Lower River Hatchery Fall",2017,2,2016,"Full Update","Full acceptance","Cohort Analysis","Ocean Escapement Model","NWFSC","http://www.pcouncil.org/wp-content/uploads/2017/03/2017_Preseason_Report_I_03MAR17_final2.pdf","Review of 2016 Ocean Salmon Fisheries","Salmon Preseason Report 1 2017","Robert Kope",3,3,2,4,3,NA,NA,NA,NA,NA,NA,NA,2016,29810,"Adult Fish","Total Catch",NA,"MFMT not applicable to hatchery stocks",NA,"MFMT not applicable to hatchery stocks",NA,NA,NA,NA,NA,2016,62530,"Adult Spawners - Hatchery","Escapement",NA,"Smsy not applicable to hatchery stocks",NA,"Smsy not applicable to hatchery stocks",NA,NA,NA,NA
"1419","Chinook salmon - Columbia River Basin: Lower River Hatchery Fall","PFMC","Pacific Coast Salmon","NWFSC / SWFSC","California Current","N",161980,"Oncorhynchus tshawytscha","Chinook salmon","Columbia River Basin: Lower River Hatchery Fall",2018,4,2017,"Full Update","Full acceptance","Cohort Analysis","Ocean Escapement Model","NWFSC","Review of 2017 Ocean Salmon Fisheries; Preseason Report III for 2018; www.pcouncil.org","REVIEW OF 2017 OCEAN SALMON FISHERIES","PRESEASON REPORT I: STOCK ABUNDANCE ANALYSIS AND ENVIRONMENTAL ASSESSMENT PART 1","Robert Kope",3,3,2,4,3,NA,NA,NA,NA,NA,NA,NA,2016,22546,"Adult Fish","Total Catch",NA,"MFMT not applicable to hatchery stocks",NA,"MFMT not applicable to hatchery stocks",NA,NA,NA,NA,NA,2017,39910,"Adult Spawners - Hatchery","Escapement",NA,"Smsy not applicable to hatchery stocks",NA,"Smsy not applicable to hatchery stocks",NA,NA,NA,NA
"1420","Chinook salmon - Columbia River Basin: Lower River Hatchery Fall","PFMC","Pacific Coast Salmon","NWFSC / SWFSC","California Current","N",161980,"Oncorhynchus tshawytscha","Chinook salmon","Columbia River Basin: Lower River Hatchery Fall",2019,2,2018,NA,"Full acceptance","Cohort Analysis","Ocean Escapement Model","NWFSC / SWFSC",NA,"PRESEASON REPORT I","Review of 2018 Ocean Salmon Fisheries","Michael O'Farrell",NA,NA,NA,NA,NA,"Operational",4,3,4,NA,1,4,2017,16946,"Adult Fish","Total Catch",NA,"MFMT not applicable to hatchery stocks",NA,"MFMT not applicable to hatchery stocks",NA,NA,NA,NA,NA,2018,21037,"Adult Spawners - Hatchery","Escapement",NA,"Smsy not applicable to hatchery stocks",NA,"Smsy not applicable to hatchery stocks",NA,NA,NA,NA
"1421","Chinook salmon - Columbia River Basin: Lower River Hatchery Spring","PFMC","Pacific Coast Salmon","NWFSC / SWFSC","California Current","N",161980,"Oncorhynchus tshawytscha","Chinook salmon","Columbia River Basin: Lower River Hatchery Spring",2005,2,2004,"Full Update","Full acceptance","Index Method","Escapement Index","NWFSC / SWFSC","Review of 2004 Ocean Salmon Fisheries; Preseason Report I - Stock Abundance Analysis for 2005 Ocean Salmon Fisheries","Preseason Report I - Stock Abundance Analysis for 2005 Ocean Salmon Fisheries","Review of 2004 Ocean Salmon Fisheries","Michael O'Farrell",3,3,3,1,3,NA,NA,NA,NA,NA,NA,NA,2004,23275,"Adult Fish","Total Catch",NA,"MFMT not applicable to hatchery stocks",NA,"MFMT not applicable to hatchery stocks",NA,NA,NA,NA,NA,2004,67200,"Adult Spawners - Hatchery","Escapement",NA,"Smsy not applicable to hatchery stocks",NA,"Smsy not applicable to hatchery stocks",NA,NA,NA,NA
"1422","Chinook salmon - Columbia River Basin: Lower River Hatchery Spring","PFMC","Pacific Coast Salmon","NWFSC / SWFSC","California Current","N",161980,"Oncorhynchus tshawytscha","Chinook salmon","Columbia River Basin: Lower River Hatchery Spring",2006,2,2005,"Full Update","Full acceptance","Index Method","Escapement Index","NWFSC / SWFSC","Review of 2005 Ocean Salmon Fisheries; Preseason Report I - Stock Abundance Analysis for 2006 Ocean Salmon Fisheries","Review of 2005 Ocean Salmon Fisheries","Preseason Report I - Stock Abundance Analysis for 2006 Ocean Salmon Fisheries","Michael O'Farrell",3,3,3,1,3,NA,NA,NA,NA,NA,NA,NA,2005,9538,"Adult Fish","Total Catch",NA,"MFMT not applicable to hatchery stocks",NA,"MFMT not applicable to hatchery stocks",NA,NA,NA,NA,NA,2005,33658,"Adult Spawners - Hatchery","Escapement",NA,"Smsy not applicable to hatchery stocks",NA,"Smsy not applicable to hatchery stocks",NA,NA,NA,NA
"1423","Chinook salmon - Columbia River Basin: Lower River Hatchery Spring","PFMC","Pacific Coast Salmon","NWFSC / SWFSC","California Current","N",161980,"Oncorhynchus tshawytscha","Chinook salmon","Columbia River Basin: Lower River Hatchery Spring",2007,2,2006,"Full Update","Full acceptance","Index Method","Escapement Index","NWFSC / SWFSC","Review of 2006 Ocean Salmon Fisheries; Preseason Report I - Stock Abundance Analysis for 2007 Ocean Salmon Fisheries","Preseason Report I - Stock Abundance Analysis for 2007 Ocean Salmon Fisheries","Review of 2006 Ocean Salmon Fisheries","Robert Kope",3,3,3,1,3,NA,NA,NA,NA,NA,NA,NA,2006,5980,"Adult Fish","Total Catch",NA,"MFMT not applicable to hatchery stocks",NA,"MFMT not applicable to hatchery stocks",NA,NA,NA,NA,NA,2006,27763,"Adult Spawners - Hatchery","Escapement",NA,"Smsy not applicable to hatchery stocks",NA,"Smsy not applicable to hatchery stocks",NA,NA,NA,NA
"1424","Chinook salmon - Columbia River Basin: Lower River Hatchery Spring","PFMC","Pacific Coast Salmon","NWFSC / SWFSC","California Current","N",161980,"Oncorhynchus tshawytscha","Chinook salmon","Columbia River Basin: Lower River Hatchery Spring",2008,2,2007,"Full Update","Full acceptance","Index Method","Escapement Index","NWFSC / SWFSC","Review of 2007 Ocean Salmon Fisheries; Preseason Report I - Stock Abundance Analysis for 2008 Ocean Salmon Fisheries","Review of 2007 Ocean Salmon Fisheries","Preseason Report I - Stock Abundance Analysis for 2008 Ocean Salmon Fisheries","Michael O'Farrell",3,3,3,1,3,NA,NA,NA,NA,NA,NA,NA,2007,5401,"Adult Fish","Total Catch",NA,"MFMT not applicable to hatchery stocks",NA,"MFMT not applicable to hatchery stocks",NA,NA,NA,NA,NA,2007,27466,"Adult Spawners - Hatchery","Escapement",NA,"Smsy not applicable to hatchery stocks",NA,"Smsy not applicable to hatchery stocks",NA,NA,NA,NA
"1425","Chinook salmon - Columbia River Basin: Lower River Hatchery Spring","PFMC","Pacific Coast Salmon","NWFSC / SWFSC","California Current","N",161980,"Oncorhynchus tshawytscha","Chinook salmon","Columbia River Basin: Lower River Hatchery Spring",2009,2,2008,"Full Update","Full acceptance","Index Method","Escapement Index","NWFSC / SWFSC","Review of 2008 Ocean Salmon Fisheries; Preseason Report I - Stock Abundance Analysis for 2009 Ocean Salmon Fisheries","Preseason Report I - Stock Abundance Analysis for 2009 Ocean Salmon Fisheries","Review of 2008 Ocean Salmon Fisheries","Robert Kope",3,3,3,1,3,NA,NA,NA,NA,NA,NA,NA,2008,20086,"Adult Fish","Total Catch",NA,"MFMT not applicable to hatchery stocks",NA,"MFMT not applicable to hatchery stocks",NA,NA,NA,NA,NA,2008,68412,"Adult Spawners - Hatchery","Escapement",NA,"Smsy not applicable to hatchery stocks",NA,"Smsy not applicable to hatchery stocks",NA,NA,NA,NA
"1426","Chinook salmon - Columbia River Basin: Lower River Hatchery Spring","PFMC","Pacific Coast Salmon","NWFSC / SWFSC","California Current","N",161980,"Oncorhynchus tshawytscha","Chinook salmon","Columbia River Basin: Lower River Hatchery Spring",2010,2,2009,"Full Update","Full acceptance","Index Method","Escapement Index","NWFSC / SWFSC","Review of 2009 Ocean Salmon Fisheries; Preseason Report I - Stock Abundance Analysis for 2010 Ocean Salmon Fisheries","Preseason Report I - Stock Abundance Analysis for 2010 Ocean Salmon Fisheries","Review of 2009 Ocean Salmon Fisheries","Robert Kope",3,3,3,1,3,NA,NA,NA,NA,NA,NA,NA,2009,19789,"Adult Fish","Total Catch",NA,"MFMT not applicable to hatchery stocks",NA,"MFMT not applicable to hatchery stocks",NA,NA,NA,NA,NA,2009,66903,"Adult Spawners - Hatchery","Escapement",NA,"Smsy not applicable to hatchery stocks",NA,"Smsy not applicable to hatchery stocks",NA,NA,NA,NA
"1427","Chinook salmon - Columbia River Basin: Lower River Hatchery Spring","PFMC","Pacific Coast Salmon","NWFSC / SWFSC","California Current","N",161980,"Oncorhynchus tshawytscha","Chinook salmon","Columbia River Basin: Lower River Hatchery Spring",2011,2,2010,"Full Update","Full acceptance","Index Method","Escapement Index","NWFSC / SWFSC","Review of 2010 Ocean Salmon Fisheries; Preseason Report I - Stock Abundance Analysis for 2011 Ocean Salmon Fisheries","Preseason Report I - Stock Abundance Analysis for 2011 Ocean Salmon Fisheries","Review of 2010 Ocean Salmon Fisheries","Robert Kope",3,3,3,1,3,NA,NA,NA,NA,NA,NA,NA,2010,32816,"Adult Fish","Total Catch",NA,"MFMT not applicable to hatchery stocks",NA,"MFMT not applicable to hatchery stocks",NA,NA,NA,NA,NA,2010,39986,"Adult Spawners - Hatchery","Escapement",NA,"Smsy not applicable to hatchery stocks",NA,"Smsy not applicable to hatchery stocks",NA,NA,NA,NA
"1428","Chinook salmon - Columbia River Basin: Lower River Hatchery Spring","PFMC","Pacific Coast Salmon","NWFSC / SWFSC","California Current","N",161980,"Oncorhynchus tshawytscha","Chinook salmon","Columbia River Basin: Lower River Hatchery Spring",2012,2,2011,"Full Update","Full acceptance","Index Method","Escapement Index","NWFSC","Review of 2011 Ocean Salmon Fisheries; Preseason Report I - Stock Abundance Analysis for 2012 Ocean Salmon Fisheries","Review of 2011 Ocean Salmon Fisheries","Preseason Report I - Stock Abundance Analysis and Environmental Assessment Part 1 for 2012 Ocean Salmon Fisheries","Robert Kope",3,3,3,1,3,NA,NA,NA,NA,NA,NA,NA,2011,13435,"Adult Fish","Total Catch",NA,"MFMT not applicable to hatchery stocks",NA,"MFMT not applicable to hatchery stocks",NA,NA,NA,NA,NA,2011,27170,"Adult Spawners - Hatchery","Escapement",NA,"Smsy not applicable to hatchery stocks",NA,"Smsy not applicable to hatchery stocks",NA,NA,NA,NA
"1429","Chinook salmon - Columbia River Basin: Lower River Hatchery Spring","PFMC","Pacific Coast Salmon","NWFSC / SWFSC","California Current","N",161980,"Oncorhynchus tshawytscha","Chinook salmon","Columbia River Basin: Lower River Hatchery Spring",2013,2,2012,"Full Update","Full acceptance","Index Method","Escapement Index","NWFSC","Review of 2012 Ocean Salmon Fisheries; Preseason Report I - Stock Abundance Analysis for 2013 Ocean Salmon Fisheries","Review of 2012 Ocean Salmon Fisheries","Preseason Report I - Stock Abundance Analysis and Environmental Assessment Part 1 for 2013 Ocean Salmon Fisheries","Robert Kope",3,3,3,1,3,NA,NA,NA,NA,NA,NA,NA,2012,15243,"Adult Fish","Total Catch",NA,"MFMT not applicable to hatchery stocks",NA,"MFMT not applicable to hatchery stocks",NA,NA,NA,NA,NA,2012,23.4680004119873,"Adult Spawners - Hatchery","Escapement",NA,"Smsy not applicable to hatchery stocks",NA,"Smsy not applicable to hatchery stocks",NA,NA,NA,NA
"1430","Chinook salmon - Columbia River Basin: Lower River Hatchery Spring","PFMC","Pacific Coast Salmon","NWFSC / SWFSC","California Current","N",161980,"Oncorhynchus tshawytscha","Chinook salmon","Columbia River Basin: Lower River Hatchery Spring",2014,2,2013,"Full Update","Full acceptance","Index Method","Escapement Index","NWFSC","Review of 2013 Ocean Salmon Fisheries; Preseason Report I - Stock Abundance Analysis for 2014 Ocean Salmon Fisheries","Review of 2013 Ocean Salmon Fisheries","Preseason Report I - Stock Abundance Analysis and Environmental Assessment Part 1 for 2014 Ocean Salmon Fishery Regulations","Robert Kope",3,3,3,1,3,NA,NA,NA,NA,NA,NA,NA,2013,7194,"Adult Fish","Total Catch",NA,"MFMT not applicable to hatchery stocks",NA,"MFMT not applicable to hatchery stocks",NA,NA,NA,NA,NA,2013,15940,"Adult Spawners - Hatchery","Escapement",NA,"Smsy not applicable to hatchery stocks",NA,"Smsy not applicable to hatchery stocks",NA,NA,NA,NA
